---,ra,dec,dist,mag,spect,ci,x,y,z,lum,proper,hip,bf,gl
8864,10.009597,-56.94611,145.137894,6.5,K0III,0.979,-68.655701,39.408882,-121.648552,46.089287,,49052,,
8865,10.102009,-52.187939,131.406006,6.5,K0III,0.997,-70.819016,38.403519,-103.814186,37.774612,,49477,,
8866,10.352211,-17.984959,62.460999,6.5,F3IV,0.402,-53.966446,24.841009,-19.285978,8.534931,,50693,,
8867,10.645941,-59.262421,452.488708,6.5,B4/B5III/IV,-0.098,-216.890305,80.277184,-388.921844,447.919525,,52103,,
8868,11.399042,-57.880436,189.035904,6.5,M0III,1.504,-99.266716,15.747794,-160.102142,78.198784,,55645,,
8912,0.279355,10.244778,306.748505,6.51,M2III:,1.864,301.051178,22.056704,54.556423,203.985825,,1339,,
8913,0.299685,-13.45564,27.2183,6.51,G2V,0.599,26.38998,2.074756,-6.333552,1.605462,,1444,,Wo 9008
8914,0.605583,27.254763,217.864899,6.51,B8IIIMNp...,-0.07,191.248367,30.577391,99.77076,102.896355,,2865,,
8915,0.770847,55.305382,161.812302,6.51,A2III,0.181,90.234726,18.461353,133.041611,56.754459,,3611,,
8916,0.798562,20.925346,57.045101,6.51,F8V,0.521,52.122597,11.058513,20.373732,7.053424,,3730,61    Psc,
8917,2.004687,-55.012794,142.653397,6.51,K0II/IIICN.,0.97,70.787552,40.985306,-116.873093,44.096081,,9362,,
8918,2.142166,-6.677993,145.348801,6.51,G5,0.879,122.249268,76.78344,-16.902502,45.793095,,9981,,
8919,2.192639,-17.742992,223.713593,6.51,M1/M2III,1.622,178.920685,115.702904,-68.176231,108.442619,,10233,,
8920,2.224933,5.012717,63.2911,6.51,F0,0.356,52.652107,34.683384,5.530177,8.685603,,10356,,
8921,2.334571,30.188087,171.821304,6.51,K0,1.223,121.631836,85.226311,86.398659,63.973484,,10884,,
8922,2.786021,60.570763,675.67572,6.51,F0V,0.528,247.52951,221.241592,588.488586,989.9198,,13004,,
8923,2.79271,-35.550621,152.671799,6.51,K0/K1III,0.962,92.467583,82.93911,-88.766762,50.5359,,13040,Eta1For,
8924,2.848003,35.393913,225.733597,6.51,K2,1.476,135.192032,124.839348,130.743683,110.458717,,13275,,
8925,2.970152,-12.005823,145.560394,6.51,K0III,1.031,101.458977,99.885628,-30.278179,45.9198,,13843,,
8926,3.231912,18.973337,233.644897,6.51,K5,1.487,146.468079,165.428024,75.964523,118.35865,,15048,,
8927,3.395727,-32.707088,257.731995,6.51,K3III,1.372,136.667343,168.384689,-139.26413,144.012436,,15816,,
8928,3.429966,53.92152,80.906097,6.51,A9III-IV,0.298,29.692514,37.261246,65.389183,14.190576,,15979,,
8929,3.994438,38.820381,193.798401,6.51,A1Vp...,0.113,75.685974,130.652161,121.488518,81.432915,,18657,,
8930,4.004314,-51.564957,383.141815,6.51,M1III,1.651,118.852623,206.396774,-300.120148,318.273163,,18691,,
8931,4.505568,28.131889,38.565399,6.51,G5,0.722,12.969083,31.43976,18.18379,3.224037,,21010,,
8932,4.721602,59.521133,150.829605,6.51,A7IV,0.239,25.129269,72.259033,129.987488,49.294674,,21966,,
8933,4.807682,2.715335,49.236801,6.51,G5,0.846,15.103827,46.804874,2.332534,5.252911,,22319,,
8934,5.071162,45.77935,61.274502,6.51,A2,0.223,10.289564,41.477161,43.913086,8.135795,,23585,,
8935,5.137427,-35.718285,149.031296,6.51,K1III,1.087,27.092279,117.926003,-87.004494,48.128242,,23910,,
8936,5.147342,19.859859,137.931,6.51,G5III,0.903,28.718618,126.509056,46.85804,41.228733,,23949,,
8937,5.148931,3.218724,183.486206,6.51,B8V,0.141,40.481037,178.668213,10.302345,72.979355,,23957,,
8938,5.20714,-81.541733,216.450195,6.51,K1III,1.107,6.561037,31.154091,-214.0961,101.578079,,24256,,
8939,5.465195,48.226643,179.211502,6.51,K5,1.489,16.661167,118.219864,133.653397,69.630577,,25569,,
8940,6.205305,22.908514,100000,6.51,M1Ia-ab,2.197,-4948.562012,91979.73438,38926.08203,21677042,,29450,6    Gem,
8941,6.368364,-15.663434,160.771698,6.51,K0III,1.15,-14.90549,154.082047,-43.406109,56.02734,,30276,,
8942,6.429591,2.271678,147.275406,6.51,A0V,-0.027,-16.515713,146.230164,5.837693,47.032711,,30594,,
8943,6.675541,6.371251,286.53299,6.51,B8III,-0.139,-50.10006,280.321777,31.79668,177.991806,,31945,,
8944,6.769547,23.371225,261.78009,6.51,G8V,0.839,-48.086102,235.441742,103.844742,148.593567,,32431,,
8945,6.905922,21.161327,118.483398,6.51,K1III,1.4,-25.960829,107.400711,42.771938,30.422857,,33179,,
8946,7.184181,-3.898015,210.970505,6.51,K0,1.158,-64.213074,200.448349,-14.341929,96.471718,,34688,,
8947,7.26049,45.409485,328.947388,6.51,K0,1.152,-74.831078,218.472412,234.257355,234.638885,,35113,,
8948,7.533125,12.661302,156.006195,6.51,G5,1,-59.466747,140.116119,34.194691,52.771568,,36631,,
8949,7.680282,4.071816,166.113007,6.51,K0,1.457,-70.560028,149.91893,11.79515,59.813606,,37405,,
8950,8.427049,-8.95606,200.400803,6.51,K0,0.956,-117.487663,159.323029,-31.197788,87.016174,,41303,,
8951,8.444387,24.534166,79.744797,6.51,F0III,0.349,-43.320034,58.190735,33.112949,13.791135,,41389,24    Cnc,
8952,8.6249,-33.745682,60.606098,6.51,F0IV/V,0.32,-31.969065,38.95652,-33.667206,7.965261,,42302,,
8953,9.380793,-9.838798,144.508698,6.51,A5spe...,0.246,-110.200829,90.160118,-24.693211,45.248062,,45999,,
8954,9.765382,63.653313,77.459297,6.51,F2V,0.367,-28.659634,18.983299,69.41301,13.001696,,47911,28    UMa,
8955,9.916699,-16.193867,202.839798,6.51,K0III+...,0.807,-166.530685,101.051414,-56.569649,89.207222,,48630,,
8956,10.514277,-26.483768,85.763298,6.51,F7V,0.534,-71.02951,29.110855,-38.245716,15.951444,,51475,,
8957,10.730303,18.312986,333.333313,6.51,K0,1.31,-299.128845,103.263809,104.73587,240.768692,,52484,,
8958,10.811525,-47.749893,151.515198,6.51,G8III,0.946,-96.982422,31.188467,-112.154114,49.750793,,52865,,
8959,11.111535,-13.002829,100.806503,6.51,A7III,0.311,-95.576645,22.640892,-22.681377,22.019121,,54315,,
8960,11.131798,-30.174566,25.6542,6.51,G1/G2V,0.606,-21.607655,4.997746,-12.894788,1.426921,,54400,,Gl 412.2
8961,11.261047,-12.592571,244.498795,6.51,M3III,1.517,-234.166061,45.874905,-53.304817,129.538834,,54999,,
8962,11.26777,52.773163,34.118,6.51,F6V+...,0.437,-20.262148,3.932397,27.166042,2.523481,,55044,,Gl 421.1A
8963,11.616631,-22.948084,187.969894,6.51,K0III,1.259,-172.222778,17.343573,-73.288956,76.559662,,56654,,
8964,11.753173,14.263335,180.831802,6.51,K0,1.165,-174.891632,11.317114,44.553131,70.85981,,57320,,
8965,11.853609,-61.846153,100000,6.51,B5Ia,0.255,-47149.42188,1807.907593,-88168.38281,21677042,,57808,,
8966,11.943789,65.242912,162.0746,6.51,G5,1.006,-67.864983,0.998546,147.178543,56.963936,,58232,,
9037,0.219307,16.921455,129.533707,6.52,K1III,1.05,123.721375,7.111192,37.702168,36.041264,,1057,,
9038,0.281656,49.461914,526.315796,6.52,M0,1.775,341.151154,25.201185,399.986389,594.839783,,1352,,
9039,0.502413,4.860111,65.104202,6.52,F5,0.453,64.309784,8.507871,5.51584,9.103324,,2358,,
9040,0.686632,9.355058,33.444801,6.52,F5,0.528,32.468082,5.900144,5.436494,2.403256,,3236,,
9041,1.106318,62.761391,64.935097,6.52,A5Vn,0.214,28.482706,8.488397,57.734413,9.053156,,5186,,
9042,1.283057,-2.27916,29.877501,6.52,F8,0.563,28.18549,9.840528,-1.188182,1.917785,,5985,,
9043,1.576016,68.948135,20.6569,6.52,G6V,0.686,6.797516,2.975217,19.277889,0.91622,,7339,,Gl 59.1
9044,1.942954,-32.138329,156.494507,6.52,K0III,0.987,115.737396,64.535904,-83.249626,52.577507,,9049,,
9045,1.966503,-2.05948,149.700607,6.52,A0,0.174,130.211777,73.662895,-5.379784,48.128242,,9165,,
9046,2.077749,65.1035,109.528999,6.52,A0V,0.003,39.454464,23.862844,99.35041,25.775078,,9690,,
9047,2.490263,55.536201,162.866394,6.52,A2psh,0.091,73.261131,55.919224,134.280746,56.963936,,11593,,
9048,2.667354,-30.633682,126.422302,6.52,K0III,1.039,83.317062,69.936836,-64.418129,34.324165,,12435,,
9049,2.700026,10.54481,107.642601,6.52,K0,1.264,80.469299,68.728218,19.699076,24.888573,,12599,,
9050,3.419274,41.257301,180.505402,6.52,A0V,0.047,84.862961,105.88504,119.032661,69.951981,,15925,,
9051,3.471729,44.377235,408.1633,6.52,K0,1.645,179.305222,230.128067,285.461029,357.766785,,16165,,
9052,4.015783,23.20149,328.947388,6.52,B9V,0.103,150.088745,262.45993,129.594086,232.487717,,18748,,
9053,4.225347,8.890289,79.113899,6.52,A2m,0.155,35.022568,69.878128,12.226505,13.440022,,19718,,
9054,4.346966,9.224818,103.842201,6.52,A4V,0.148,42.986362,93.05014,16.64687,23.163277,,20281,,
9055,4.907771,-3.225917,124.532997,6.52,F5,0.458,35.070629,119.287086,-7.007862,33.296608,,22812,,
9056,5.442005,2.935907,145.772598,6.52,B9V,-0.001,21.191359,144.030655,7.466301,45.624699,,25443,,
9057,5.564441,-29.849224,216.450195,6.52,A0IV,-0.016,21.360979,186.516434,-107.731506,100.646805,,26091,,
9058,5.608382,25.940166,85.763298,6.52,F5III,0.452,7.893187,76.717804,37.515648,15.805201,,26332,,
9059,6.212869,-17.763231,278.551514,6.52,B5II/III,-0.166,-14.775647,264.859894,-84.981689,166.724716,,29488,,
9060,6.225967,-29.395742,286.53299,6.52,B7V,-0.105,-14.759676,249.205399,-140.641647,176.35997,,29546,,
9061,6.47974,-0.572408,763.358826,6.52,F0,0.784,-95.617836,757.308228,-7.626137,1251.987549,,30863,,
9062,6.877674,-42.504417,114.416496,6.52,F5II/III,0.416,-19.211601,82.134071,-77.30542,28.106062,,33006,,
9063,6.889468,-24.68441,94.876701,6.52,A1/A2V,0.091,-19.893419,83.88031,-39.622395,19.337486,,33081,,
9064,7.105814,-43.610752,102.354103,6.52,A0V,-0.008,-21.156155,71.024773,-70.599297,22.511271,,34276,,
9065,7.469838,-58.072872,190.839706,6.52,G8III,0.936,-37.884373,93.543411,-161.969742,78.198784,,36287,,
9066,8.355634,-1.602034,156.494507,6.52,A2pe...,0.023,-90.473236,127.616859,-4.375145,52.577507,,40941,,
9067,8.457654,-55.011215,158.730194,6.52,A0V,-0.01,-54.604652,72.819702,-130.04213,54.100342,,41464,,
9068,8.638966,-6.66232,288.184387,6.52,A1V+...,0.447,-182.39563,220.600021,-33.434483,178.319977,,42368,,
9069,9.234231,71.655838,147.275406,6.52,G8III-IV,0.962,-34.722088,30.705137,139.791382,46.601513,,45306,,
9070,9.446404,-59.578777,165.837494,6.52,B7V,-0.08,-65.895912,52.048874,-143.006012,59.047295,,46333,,
9071,9.494569,-26.594234,154.320999,6.52,G8III,0.923,-109.358192,84.160889,-69.084747,51.144627,,46558,,
9072,9.795542,-49.943298,116.959099,6.52,A2IV(m),0.127,-63.07756,41.067833,-89.521423,29.376497,,48054,,
9073,10.359961,-22.528509,165.289307,6.52,A1V,0.068,-138.817886,63.557514,-63.329494,58.667828,,50739,,
9074,10.553491,-13.404238,275.482086,6.52,K3III,1.416,-248.990829,99.073555,-63.862221,162.929596,,51656,,
9075,10.562163,53.497391,206.611603,6.52,A1V,-0.007,-114.299622,45.179665,166.080566,91.706474,,51697,,
9076,10.597034,-58.224281,100000,6.52,B0Ia,0.009,-49147.25391,18909.68164,-85011.59375,21478304,,51866,,
9077,10.619862,-11.748617,74.4048,6.52,F0V,0.291,-68.142548,25.751736,-15.150182,11.890497,,51974,,
9078,11.431667,-13.751317,769.230774,6.52,M1III,1.72,-738.926697,110.763008,-182.852493,1270.574097,,55795,,
9079,11.503574,54.362236,228.310501,6.52,K0III,0.937,-131.905136,17.240046,185.551636,111.995354,,56120,,
9080,11.951414,-52.100285,159.235703,6.52,G8III,1.072,-97.807602,1.243859,-125.650841,54.450264,,58275,,
9131,0.003554,38.30405,249.376602,6.53,G5,0.955,195.69397,0.182078,154.572311,132.312241,,19,,
9132,0.19891,-42.172146,118.906097,6.53,K0III,1.041,88.005554,4.58687,-79.828842,30.088463,,966,,
9133,0.334769,48.865448,210.970505,6.53,A0Vs,0.051,138.249954,12.147643,158.895966,94.710907,,1603,,
9134,0.452034,80.052139,158.478607,6.53,B9,-0.083,27.185989,3.232483,156.095993,53.456436,,2142,,
9135,0.894815,-4.525588,154.798798,6.53,G5,0.991,150.101166,35.820667,-12.214293,51.003502,,4207,,
9136,0.941856,42.978786,254.452896,6.53,K0,1.028,180.528519,45.438862,173.467422,137.784378,,4411,,
9137,1.079665,51.009781,403.2258,6.53,B3V,-0.081,243.637207,70.760078,313.4086,346.098724,,5062,,
9138,1.597347,33.835327,146.627594,6.53,K0,0.99,111.299622,49.461124,81.643402,45.750938,,7439,,
9139,2.049325,11.018756,246.305405,6.53,K0,1.297,207.795944,123.575905,47.076431,129.062485,,9569,,
9140,2.084398,55.622257,93.808601,6.53,F0,0.303,45.275856,27.491438,77.423325,18.724058,,9723,,
9141,2.286234,23.767832,163.398697,6.53,G9III,1.025,123.544388,84.25573,65.854782,56.806759,,10657,,
9142,2.353823,-19.915354,126.103401,6.53,K0III,0.979,96.754135,68.524384,-42.954788,33.853222,,10963,,
9143,2.913099,-0.04824,175.746902,6.53,G8II,1.044,127.066689,121.412674,-0.147969,65.705238,,13567,,
9144,3.611061,29.22403,67.521896,6.53,A5,0.271,34.498615,47.773617,32.966015,9.700631,,16835,,
9145,3.62893,56.739388,100000,6.53,B0.5III,0.245,31900.00195,44613.26563,83618.45313,21281390,,16917,,
9146,3.662547,56.383034,122.399002,6.53,A2,0.078,38.928165,55.467838,101.928902,31.885998,,17098,,
9147,3.936579,59.641888,21.982901,6.53,G0,0.698,5.714208,9.528113,18.968679,1.028016,,18413,,NN 3257
9148,4.362685,-37.781841,227.272705,6.53,K4III,1.388,74.659554,163.373871,-139.240128,109.95121,,20372,,
9149,4.488843,27.404222,125.156403,6.53,A0,-0.016,42.820267,102.529175,57.605221,33.32729,,20933,,
9150,4.671594,-58.943909,30.5998,6.53,G5V,0.677,5.379895,14.840738,-26.213783,1.993425,,21756,,Gl 175A
9151,4.774145,42.34856,67.069099,6.53,G0,0.704,15.636199,47.037498,45.180546,9.57635,,22196,,NN 3312
9152,5.321753,-18.50956,244.498795,6.53,B8/B9IV:,-0.1,40.952576,228.205734,-77.619331,127.174492,,24827,,
9153,5.490461,77.977509,226.244293,6.53,A7III,0.181,6.267698,46.707005,221.281693,108.943169,,25714,,
9154,5.552041,-1.717358,315.457397,6.53,B4Vn,-0.099,36.894138,313.150177,-9.45397,211.836121,,26020,,
9155,5.635251,-27.210749,552.486206,6.53,K4/K5III,1.574,46.84758,489.104614,-252.632568,649.830383,,26495,,
9156,5.842745,56.918938,146.412903,6.53,A4IV-V,0.129,3.289194,79.848129,122.679276,45.624699,,27592,29    Cam,
9157,5.902995,-50.362553,35.752602,6.53,K1V,0.891,0.579104,22.800224,-27.532965,2.721448,,27896,,
9158,6.29296,46.423954,71.1744,6.53,F0V,0.263,-3.759147,48.917431,51.562962,10.784499,,29884,42    Aur,
9159,6.375263,-60.218651,23.7812,6.53,G1V,0.614,-1.158575,11.754962,-20.64035,1.203372,,30314,,
9160,6.386956,-34.996841,146.412903,6.53,Ap...,-0.073,-12.129634,119.324135,-83.972374,45.624699,,30372,,
9161,6.428536,21.645023,116.959099,6.53,G5,0.93,-12.170844,108.028313,43.140877,29.107172,,30588,,
9162,6.561849,33.02404,118.063797,6.53,A3V,0.057,-14.508108,97.920639,64.343651,29.675634,,31290,,
9163,6.685949,8.984724,497.51239,6.53,F5+...,0.645,-87.773933,483.505432,77.697067,526.744507,,31996,,
9164,6.75071,-30.586405,359.712189,6.53,B8IV,-0.111,-60.468723,303.70166,-183.035019,275.422882,,32339,,
9165,7.005379,-22.119061,645.161316,6.53,B3Vnn,-0.173,-155.503677,577.095886,-242.924194,885.523315,,33721,,
9166,7.005811,67.330605,174.216003,6.53,G5,0.909,-17.477106,64.830719,160.75679,64.565422,,33722,,
9167,7.056834,-52.425343,480.769196,6.53,B2IV,-0.109,-80.08297,282.020691,-381.038147,492.039551,,34006,,
9168,7.553701,-43.086201,140.056,6.53,G8III,0.918,-40.467949,93.94062,-95.671661,41.763798,,36729,,
9169,7.627445,-14.440761,432.900391,6.53,B8/B9IV,-0.018,-173.260834,381.74469,-107.956261,398.841187,,37119,,
9170,7.716373,-17.061604,109.170303,6.53,G5/G6IV,0.813,-45.333946,94.005493,-32.030537,25.374647,,37608,,
9171,7.751326,-37.887871,357.142914,6.53,B2V,-0.099,-124.752266,252.751404,-219.328064,271.39386,,37803,,
9172,7.752593,20.316046,158.478607,6.53,A1V,0.007,-65.823341,133.248428,55.023464,53.456436,,37811,79    Gem,
9173,7.82064,-40.701065,326.797394,6.53,B5V,-0.151,-113.668472,220.138123,-213.108795,227.195648,,38165,,
9174,7.853882,-47.216412,497.51239,6.53,G3III,-0.118,-157.647125,298.90033,-365.136688,526.744507,,38345,,
9175,8.158362,-51.842754,57.2738,6.53,G0V,0.598,-18.94738,29.884699,-45.035427,6.982324,,39947,,
9176,8.206161,14.004117,223.214294,6.53,A7III,0.155,-118.250687,181.448715,54.015972,106.071815,,40177,,
9177,8.212751,-29.910769,129.701706,6.53,A1V,0.057,-61.546009,94.083496,-64.675964,35.809643,,40211,,
9178,8.288462,4.219169,310.55899,6.53,G0,0.631,-174.654022,255.774872,22.848398,205.305222,,40597,,
9179,8.622236,-40.147667,27.4048,6.53,G1V,0.598,-13.277366,16.202545,-17.669504,1.598085,,42291,,Gl 312
9180,9.054058,6.81598,82.304497,6.53,K0,1.04,-58.598759,56.963173,9.767972,14.414514,,44437,,
9181,9.173056,-23.176697,128.865997,6.53,A0V,0.001,-87.476067,79.888306,-50.717587,35.350861,,45037,,
9182,9.376829,-39.775288,118.906097,6.53,K2III,1.125,-70.670471,57.941269,-76.073669,30.088463,,45980,,
9183,9.412594,19.786629,116.0093,6.53,G7III,0.933,-85.060234,68.417328,39.271687,28.628593,,46155,,
9184,9.454067,-9.223712,234.741806,6.53,A2V,0.053,-182.115952,143.254501,-37.62674,117.273529,,46365,29    Hya,
9185,9.521936,-47.952511,59.241699,6.53,A9IV/V,0.267,-31.61599,23.972622,-43.99229,7.467926,,46709,,
9186,9.819147,-43.48283,199.203201,6.53,K3III,1.293,-121.612808,78.11245,-137.079117,84.411186,,48172,,
9187,10.086873,-42.172298,124.378098,6.53,K0III,1.055,-80.857986,44.262684,-83.502777,32.930626,,49413,,
9188,10.152128,63.952427,232.558105,6.53,K5,1.64,-90.401688,47.498283,208.937119,115.133049,,49724,,
9189,10.237141,-39.103722,196.0784,6.53,G8III,0.961,-136.238953,67.756737,-123.671783,81.808792,,50149,,
9190,10.300321,73.073509,65.616798,6.53,F2V,0.336,-17.243641,8.223144,62.774357,9.162205,,50447,,
9191,10.302921,27.41548,143.266495,6.53,A0V,-0.024,-114.829414,54.663082,65.965599,43.691807,,50459,,
9192,10.866281,-55.138332,215.982697,6.53,K4/K5III:,1.482,-118.056953,36.106926,-177.221252,99.265884,,53113,,
9193,10.909824,29.630075,65.019501,6.53,F8,0.556,-54.230957,15.912382,32.145527,8.994976,,53345,,
9194,10.994748,11.705868,46.082901,6.53,F5V,0.443,-43.570957,11.73905,9.349684,4.520641,,53737,,
9195,11.595912,-72.841942,129.199005,6.53,K1IV,1.161,-37.901688,4.025284,-123.448959,35.514034,,56558,,
9239,0.298974,12.771466,143.678207,6.54,G8II,0.97,139.69455,10.956439,31.761915,43.531136,,1439,,
9240,1.206476,-30.802128,77.942299,6.54,F5IV,0.468,63.636097,20.795988,-39.91235,12.811501,,5636,,
9241,1.364429,50.121983,100000,6.54,K0,1.104,60068.37109,22418.54883,76741.11719,21086282,,6371,,
9242,1.484194,7.29409,74.906403,6.54,F2,0.352,68.761459,28.149136,9.51028,11.835865,,6915,,
9243,1.854701,64.85495,100000,6.54,K5Ia0-a...,2.215,37579.74609,19830.75195,90523.5,21086282,,8626,,
9244,2.030669,15.067086,757.575806,6.54,K0,1.15,630.568054,370.84079,196.931717,1210.040771,,9470,,
9245,2.622455,39.896099,235.294098,6.54,B5V,-0.114,139.619965,114.427582,150.917114,116.734711,,12218,,
9246,2.732101,-7.912486,76.863998,6.54,K0,1.16,57.473824,49.928688,-10.581129,12.462352,,12754,,
9247,2.896173,9.335815,173.310196,6.54,M3,1.455,124.167511,117.594345,28.114496,63.328617,,13495,,
9248,3.450894,18.756554,122.249397,6.54,A3V,0.188,71.643433,90.923027,39.309113,31.506489,,16077,,
9249,3.788878,-29.901726,38.0807,6.54,F5V,0.509,18.059855,27.63332,-18.983774,3.059144,,17689,,
9250,3.967539,34.813969,61.237,6.54,A8V,0.228,25.507183,43.325253,34.961037,7.906786,,18547,,
9251,4.306844,9.487162,161.812302,6.54,A4III,0.165,68.451065,144.174927,26.671013,55.207745,,20089,,
9252,4.853709,68.168785,990.098999,6.54,N5,2.1,108.842804,351.736206,919.092346,2066.331543,,22552,,
9253,5.344212,46.963783,273.223999,6.54,A2V+...,0.582,31.856146,183.723343,199.705673,157.470795,,24951,,
9254,5.561974,32.748928,251.256302,6.54,K5,1.58,24.179853,209.930969,135.919296,133.168045,,26077,,
9255,5.770547,-23.644358,189.393906,6.54,M4/M5III,1.422,10.415656,173.181824,-75.958008,75.648445,,27229,,
9256,5.796706,-72.702248,138.696304,6.54,K0III,1.073,2.193853,41.18124,-132.423538,40.550854,,27369,Lam Men,
9257,6.006745,16.298958,421.940887,6.54,K2,1.54,-0.715136,404.982635,118.417397,375.318512,,28447,,
9258,6.34781,11.756222,909.090881,6.54,B5III,-0.104,-80.930199,886.334229,185.225555,1742.609131,,30169,,
9259,6.42632,-2.991448,263.157898,6.54,A0,0.11,-29.270269,261.164185,-13.733397,146.015854,,30575,,
9260,6.462935,20.789509,172.117004,6.54,K0,1.246,-19.453962,159.730011,61.090385,62.459717,,30757,,
9261,6.832695,-45.450405,196.0784,6.54,K5III,1.501,-29.74975,134.29866,-139.734085,81.058769,,32771,,
9262,7.03042,-11.300924,444.444397,6.54,B2Vne,0.016,-116.149429,420.065369,-87.094238,416.485596,,33868,,
9263,7.147896,33.933914,265.957397,6.54,K0,1.487,-65.318733,210.770767,148.467056,149.142014,,34497,,
9264,7.447296,21.535645,30.4599,6.54,F6V,0.464,-10.480668,26.324202,11.181374,1.957041,,36152,,
9265,7.473051,-37.810169,100.300903,6.54,A1IV,0.061,-29.807461,73.422501,-61.489189,21.22267,,36304,,
9266,7.547397,22.887606,136.612,6.54,F8V...,0.998,-49.602333,115.669891,53.131882,39.336887,,36690,,
9267,7.577729,80.896698,251.889206,6.54,G7III:,0.965,-15.996932,36.501114,248.716553,133.782715,,36858,,
9268,7.699454,-38.528355,180.505402,6.54,B8V,-0.087,-60.773968,127.462257,-112.437195,68.675209,,37514,,
9269,7.82924,-20.207628,50.6073,6.54,G0V,0.579,-21.884506,42.149971,-17.481073,5.400078,,38216,,
9270,8.040859,-44.666954,213.219604,6.54,A0p,-0.049,-77.221809,130.508041,-149.890106,95.851738,,39329,,
9271,8.075698,-17.665543,393.700806,6.54,K4III,1.576,-193.96875,321.09613,-119.472466,326.888763,,39513,,
9272,8.172303,69.725075,28.3447,6.54,F8,0.567,-5.289739,8.276016,26.588364,1.693558,,40015,,Gl 296.2
9273,8.207603,-36.989231,613.496887,6.54,B1/B2III,-0.095,-267.706818,410.441589,-369.119598,793.596985,,40181,,
9274,8.63477,9.57461,111.982101,6.54,A1V,-0.01,-70.269341,85.17823,18.626226,26.448437,,42353,37    Cnc,
9275,8.736149,36.918343,64.892899,6.54,F7V,0.469,-34.066109,39.130306,38.979645,8.879735,,42871,,
9276,8.857727,-42.504501,107.758598,6.54,A2Vn,0.043,-54.043434,58.227173,-72.807045,24.479357,,43486,,
9277,9.341514,52.450977,123.304604,6.54,A0,0.085,-57.669044,48.179966,97.759804,32.062695,,45813,,
9278,9.49254,-62.360905,101.010101,6.54,A2V,0.109,-37.119587,28.598412,-89.483559,21.517906,,46546,,
9279,9.572106,46.902077,99.502502,6.54,F0V,0.234,-54.707588,40.361172,72.65551,20.873728,,46963,,
9280,9.58076,-12.129546,27.4725,6.54,G0,0.623,-21.649733,15.89668,-5.772597,1.590743,,47007,,
9281,9.609352,-24.702824,71.582001,6.54,F3IV/V,0.389,-52.705044,38.095684,-29.915054,10.804383,,47159,,
9282,9.710925,-72.190804,257.731995,6.54,B9V,0.01,-65.090637,44.462128,-245.381561,140.087692,,47623,,
9283,10.047028,-30.577522,187.969894,6.54,K1III,1.189,-141.135529,79.184029,-95.621048,74.473198,,49222,,
9284,10.146015,-10.884801,139.470001,6.54,A2V,0.02,-121.14193,63.897301,-26.336796,41.001526,,49701,,
9285,10.247286,-41.726074,75.815002,6.54,A0IV,0.176,-50.730373,25.062387,-50.460281,12.122718,,50196,,
9286,10.387392,5.694263,55.066101,6.54,F6V,0.448,-49.983562,22.452091,5.463692,6.391459,,50870,,
9287,10.794423,-64.54718,431.034485,6.54,B3III,-0.002,-176.094391,57.501091,-389.198059,391.922333,,52799,,
9288,11.067475,-54.197765,598.802429,6.54,G8III,1.11,-339.905701,84.671722,-485.65329,755.788025,,54087,,
9289,11.264913,-47.920856,160.771698,6.54,A0V,-0.022,-105.753212,20.606779,-119.32795,54.500439,,55019,,
9290,11.342012,-10.294534,102.040802,6.54,K0,1.084,-98.912239,17.209278,-18.235542,21.958364,,55389,,
9291,11.519518,48.789574,176.678406,6.54,G9III,0.937,-115.480721,14.603481,132.914322,65.826385,,56194,,
9292,11.56943,11.023864,102.880699,6.54,A2m,0.188,-100.341377,11.358923,19.672615,22.325439,,56429,,
9293,11.918263,46.476845,211.864395,6.54,A3Vn,0.117,-145.86647,3.121805,153.622009,94.623718,,58112,65    UMa,
9294,11.948952,-13.754559,53.590599,6.54,G1/G2V,0.592,-52.049141,0.695645,-12.741871,6.053409,,58264,,
9344,0.361786,67.823013,175.746902,6.55,K0,0.981,66.041649,6.273815,162.745544,64.505981,,1725,,
9345,0.386835,-31.035774,172.711594,6.55,B9IV,-0.06,147.228928,14.961546,-89.045471,62.344765,,1830,,
9346,0.692908,-25.196564,308.641998,6.55,K1/K2III,1.244,274.693054,50.383972,-131.396622,198.975677,,3266,,
9347,0.744205,-65.649521,22.055599,6.55,G3V,0.655,8.922183,1.760752,-20.094339,1.016717,,3497,,Gl 31.5
9348,0.969411,39.475368,159.7444,6.55,K0,1.152,119.35656,30.959208,101.556938,53.308933,,4542,,
9349,1.180696,67.780098,54.644798,6.55,G0,0.553,19.685093,6.286645,50.586758,6.240222,,5531,,
9350,1.208512,2.471579,48.216,6.55,F8,0.454,45.780224,14.987769,2.079259,4.857357,,5646,,
9351,1.655983,-33.564777,136.612,6.55,K2III,1.152,103.30233,47.819366,-75.529961,38.976246,,7721,,
9352,1.761814,8.559238,176.678406,6.55,A2p...,-0.026,156.453613,77.756905,26.295403,65.222885,,8210,,
9353,1.776472,17.412697,140.056,6.55,A9III,0.256,119.443588,59.935707,41.912067,41.001526,,8271,,
9354,1.79412,-20.845173,223.713593,6.55,K3III,1.389,186.429047,94.629181,-79.607101,104.520142,,8347,,
9355,2.257864,-9.466528,189.035904,6.55,A0V,-0.005,154.823517,103.911476,-31.090996,74.67926,,10512,,
9356,2.566219,71.294258,103.519699,6.55,K0,1.245,25.984577,20.664331,98.051598,22.387211,,11930,,
